text_clean,exclamation,emojis,links,hashtags,airline_sentiment
cancelled flightled my direct flight newarkbrussels last night  now 7 hours behind schedule  in eu compensation would be a given  but in us ,False,False,False,False,negative
 you may  dislike delays  but i paid you  we had an agreement that i paid you and you got me to my destination at a certain time ,False,False,False,False,negative
epicfail on cx as flight from frankfurt to san francisco now going to chicago as flight crew out of hours due to deicing delay,False,False,False,True,negative
dm sent as requested  make sure you follow back so you can dm me back  thanks,False,False,False,False,neutral
im aware of the flight details  thanks  three hours late flight a crew that could not give less of a shit,False,False,False,False,negative
please help httptcot5mRj5Yw6I,False,False,True,False,neutral
making sure your flights arent delayed due to poor maintenance would be a start ,False,False,False,False,negative
hilarious,False,False,False,False,negative
hahahahaha ya tried that already,False,False,False,False,negative
why is my ktn not showing on my boarding  why is tsa precheck not applying to my boarding pass ,False,False,False,False,neutral
 your bag may or may not be at the airport  unfortunately  no one at the airport is picking up the phone or responding to messages  ,False,False,False,False,negative
funny i paid to check my bag and now flight 1086 is begging folks to check bags for free 1 hour before flight  notcool,False,False,False,True,negative
nope not here  you need a little red stamp from the counter  check yourself  before you wreck yourself son httptco0pRGySvuRm,False,False,True,False,negative
wasnt trying to cancelled flight  just trying to change my award ticket  same date and place  but thanks for sending the link  i know the fee,False,False,False,False,negative
unhappy with your new mileage rules   was my main reason to keep flying united  will have to take my business elsewhere,False,False,False,False,negative
i need assistance  due to your incompetence i need to reschedule a connection  i will never fly again ,False,False,False,False,negative
youve been officially displaced by for better flight experience  pleasant cabin crew and timeliness  ua 1m switching ,True,False,False,False,negative
sitting in the middle for the first time  hope it works out well,False,False,False,False,neutral
you need a bag bouncer  get it together,False,False,False,False,negative
and learn how to book flights  httptcoMHHS9RUpLv,False,False,True,False,neutral
what is going on with uniteds mileage program  you pay  500 for a ticket and get a fraction of that as pqd credit ,False,False,False,False,negative
you need to retrain your flight attendants  saying there is no more room for carry ons when there actually is  is not cool ,False,False,False,False,negative
ua3388 was cancelled flightled not delayed  reflight booking problems still 90 miles from home  at least acknowledge the cancelled flightlation ,False,False,False,False,negative
never ever again will i be flight booking problems a flight with united or any affiliate if there is a chance to get on a united flight,False,False,False,False,negative
was able to send the dm  all good now ,False,False,False,False,positive
three delayed flights and missed connections on first class flights and not get any compensation for losing those seats ,False,False,False,False,negative
and after being on hold for an hour the day before to sort it out and being told its fine it should be fine when you arrive to fly,False,False,False,False,negative
 its been almost 2 weeks and still no word from dot on update of london fare to us cities  any updates on your end ,False,False,False,False,negative
thanks  got it straightend out last night ,False,False,False,False,neutral
well for a start it would be nice if your ticket was actually in the system when you change a flight,False,False,False,False,negative
any chance flight 3745 is being delayed   nervous about driving to dfw in this weather to drop off my brother,False,False,False,False,neutral
another awful experience and victoria at the check in desk in stl could not have been more rude and condescending ,False,False,False,False,negative
no they did not want to deliver at my house  had to go to sombrons else house,False,False,False,False,negative
have michelle at t1 ord train your other staff on how to treat customers  a refreshing pleasure to deal with ,False,False,False,False,positive
i guess you have to  follow  me in order for me to send you a dm  i tried and it wont send ,False,False,False,False,negative
will definitely do so  sending a dm now ,False,False,False,False,neutral
stopped flying 1 yr ago bc of aggressive policy on carryon listening to pssngrs forced to chk preboard  notcomingback,False,False,False,True,negative
i have sent a message with a bag tag  have you looked ,False,False,False,False,negative
 group 2 line gets longer every week  almost no one left for groups 35 anymore  time to make explorer card group 3 ,False,False,False,False,neutral
just sent you a message on facebook  how do i follow up a complaint re  missing clothing out of checked baggage ,False,False,False,False,negative
why do i check in online if i still have to wait in line for an hour to  check in  at counter  fuckinlame,False,False,False,True,negative
very poor customer service  i will think again befor flight booking problems another united flight ,False,False,False,False,negative
an over booked flight to start with and a red eye from lax to bos with no reclining seat  lastflightwithyouever,False,False,False,True,negative
hi   was  thank you ,True,False,False,False,neutral
an efficient layout at kiosks  bag drop lines would help as there is no definition to space  additional friendly and helpful staff,False,False,False,False,negative
 75  of a planes passengers boarding in your  premier  groups might be an indication of a broken process ,False,False,False,False,negative
any news about the departure of the flight ua51 ,False,False,False,False,neutral
ewr agent barbara was fabulous and an example of cust  serv  a pleasure talking to you 😊 httptcoKMQuLY9g5E,False,True,True,False,positive
cancelled flightled a flight cause the crew needed sleepbut its totally okay to wake me up at 3am just to let me know its cancelled flightled  again ,False,False,False,False,negative
changed my last name for my mileageplus acct on the site in an hour  had me on hold for 20mins  then 5 days  no change yet,False,False,False,False,negative
flight landed 13 hours ago  2 more flights cmhiad last night and still no bag  could have driven it from cmh,False,False,False,False,negative
someone should send a note to the revenue management team and ask about all the open bf and gf seats on 919 ,False,False,False,False,neutral
do you have a further update on the suitcase today please ,False,False,False,False,negative
literally sucks,False,False,False,False,negative
thanks for the upgrade today great way to start my week  cc ,True,False,False,False,positive
maybe be hiring your own ground staff at lax when multiple gate agents tell you your baggage is loaded you expect it to be  hopeless,False,False,False,False,negative
basically  i need to leave from hawaii late flight evening  midnight  and get back to philly late flight monday night  most trips get me in tues,False,False,False,False,neutral
i would encourage you to reinterview the sole flight attendant on ual 6166 from buf to ord  blatantly not stable  uncomfortable ,False,False,False,False,negative
this is the second time my flights been cancelled flightled  like really ,False,False,False,False,negative
really 1st flt frm iad 2 iah is  late flight   going via nashville  inconvenience  downgraded but not on ticket,False,False,False,True,negative
yes please  going to drive the 6 hours ,False,False,False,False,neutral
i am impressed with your superfast reply to,False,False,False,False,positive
hi jp  with the help of an awesome tsa representative  i was able to get it all taken care of  thank you ,True,False,False,False,positive
first complaint filed on feb 11th  over 10 days now and still no response  disappointed but not surprised ,False,False,False,False,negative
morning  4603 has been delayed by 7 hours  can you get me to newark for my 10am meeting ,True,False,False,False,negative
please stop spending mktg  on branding ads  use savings to improve cxp  1hr wait for luggage due to short staff is unacceptable,False,False,False,True,negative
the child is two years old,False,False,False,False,neutral
its 430am and wife still doesnt have her luggage which was promised by 8p m and said to be on its way file number  dca 48810m fail,False,False,False,True,negative
was trying to change a flight online but got an error can you help via dm ,False,False,False,False,negative
followed you and dmd you,False,False,False,False,neutral
the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air ,False,False,False,False,positive
you are terrible ,False,False,False,False,negative
united 787 in snowy denver  httptcow1AaKJumXA,False,False,True,False,neutral
im glad you didnt mean to  but it doesnt excuse your inefficiency  only took 70min for the bags  we were your only arrival flight,True,False,False,False,negative
i attempted to book a ticket 3 times and kept getting a  error  message  i hope you didnt still charge me ,False,False,False,False,negative
… but friendly efficient air attendants in coach ua992 httptco49pV3KcHNR,False,False,True,True,negative
coach interior on ua 992 looked like it was salvaged from the 80s  tiny unusable video  no power  lifevests on the floor ua992 …,False,False,False,True,negative
now about two dozen back in line to see a single csr for reflight booking problems final leg   kiosks on fritz  ,False,False,False,False,negative
on plane to newark now  i was checked in as rebecca levi  my bag is under her name too ,False,False,False,False,negative
can you help me add my ktn to this reservation plz ,False,False,False,False,neutral
aaand 7 hours late flightr wont be catching a flight til 6am  stuck in at airport in a snowstorm with no hotelhows that for patience ,False,False,False,False,negative
whats ua 1205 lax  newark  ,False,False,False,False,neutral
ual sucks,False,False,False,False,negative
not happening  delta took care of us  peace ,True,False,False,False,negative
but just rebooked to bos  uggh   now 3 hour bus to wmass home  could have flown to bdl  back to dc in same time  unitedairlines,True,False,False,True,negative
you have now lost my bag  never ever flying united again joke,False,False,False,True,negative
appreciate it  but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue,False,False,False,False,negative
missed ua1568 connection due 2 mechanical failure ua1543   uplink prob    i will lose   400 in clients mon  how can you compensate ,False,False,False,False,negative
youll be hearing from me for sure ,False,False,False,False,neutral
so you jacked out my cousins trip to portland and then cancelled flightled her return trip   no more united,True,False,False,False,negative
yes i did  we headed out to deice 5 minutes after i sent it to you  made it to austin  but am now waiting for the luggage ,False,False,False,False,negative
in ethiopia adopting a child  need flight home from add to grr late flight 227 or very early 228   need to change existing reservation ,False,False,False,False,neutral
after a cancelled flighted flight  and 2 delays  you lost my luggage again  youre the worst  disgraceful  awful company  horrible service ,True,False,False,False,negative
doesnt help the 100 or more passengers that just arrived an hour late flight ,False,False,False,False,negative
40 minutes on tarmac now  thats after 9 hour delay ,False,False,False,False,negative
i am very glad i took care of own rescheduling now that ua 1580 from ogg was cancelled flightled  httptcoH3k3oWOhD1,False,False,True,False,negative
tried filling out the status match form and got hit with an error message  how can i tell if it went through  httptcoJbDkxd6eFz,False,False,True,False,negative
is flight 746 going to sit on the tarmac forever   ,False,False,False,False,negative
one of your workers refused to give me her name as a reference for my notes  her tone  language was very unprofessional ,False,False,False,False,negative
thats why i blame your company  because it had every opportunity to do a job and managed to fail each time for just lazy reasons,False,False,False,False,negative
i wanna be grand staff,False,False,False,False,positive
sf crew lack a lot of customer service  lax employees are a lot better  wonder why ,False,False,False,False,negative
thats why i missed my flight  if the flight had been held for 5 minutes i would have made it  i watched it pull away from the gate,False,False,False,False,negative
also didnt ice the frozen metal walkway  wasted 40 minutes because no one knew how to do simple jobs ,False,False,False,False,negative
your ground crew was inept and left a truck sitting on the tarmac  didnt have a gate agent once we got a gate ,False,False,False,False,negative
i wanna be ride united airline  i love airplane,True,False,False,False,positive
after 2 days  1 flight cancelled flightled  another delay for 8 hours  united gave me a  7 food voucher  thats how much they value my time  ,False,False,False,False,negative
checked me in through security under the wrong name and given the wrong boarding pass  airlinesecurity,False,False,False,True,negative
what the hell  flight 746  delayed since 3 pm  finally boarded and now sitting on the tarmac  is this f     cking plane ever leaving ,False,False,False,False,negative
actually  the flight was just cancelled flightled  httptcoQf0Oc2HqeZ,True,False,True,False,negative
i am a loyal premier platinum member  but the lack of communication was really bad  also  i don ’ t see that it has taken off yet,False,False,False,False,negative
thanks for having changed me  managed to arrive with only 8 hours of delay and exhausted,False,False,False,False,negative
this is the 2nd time i was rebooked  w  delays   and for reasons unrelate flightd to weather  how do i go about requesting a flight voucher ,False,False,False,False,negative
if you consider 50 mins for bags  1000 pm on a sunday night  as fast as they can   you should reconsider what you think that means ,False,False,False,False,negative
its the horrible attitude from staff after  not just the delay  not the level of service or respect one expects from united,False,False,False,False,negative
why do you want me to be loyal if dont let me carry on my bag that easily fits in overhead,False,False,False,False,negative
ua flight 1247  sfo to lax took my carry on at gate  im group 2  overhead bins are empty,False,False,False,False,neutral
on top of that i paid for 1st class and my wife got stuck in coach ,False,False,False,False,negative
ph the pat answers are bs  after i was denied boarding it sat at the gate until 905  your employees totally suck ,True,False,False,False,negative
over the last week  united has provided me with the worst customer service experience of my life  disgusting  united,False,False,False,True,negative
24 hrs since flight landed and zero info on my missing bag  rough eta would be hugely helpful  restore some confidence,False,False,False,False,negative
big surprise nogate waiting for our plane  same fucken issues everything i fly you  fail worstairlineever,False,False,False,True,negative
not to belabor my point  but shouldnt i be able to put a laptop bag above my seat  why is it announced to leave it for rollers  thx,False,False,False,False,negative
maybemange the airline alittlebetter  arrived at lax and no gate  howisthatpossible always the same thing w  u,True,False,False,True,negative
i just checked my united app and the most valuable use of this app has been removed  i can no longer see the status of my equipment ,False,False,False,False,negative
even after running to gate from your connecting flight  your customer service not let us in the plane that was just parked  stranded,False,False,False,False,negative
im desperately trying to understand how my girlfriend is being treated with this cancelled flightled  delayed flight  unacceptable ord,False,False,False,True,negative
nope  no more chances  your airline messed up both ways of our trip ,False,False,False,False,negative
why announce it is for rollers at all  if i want to put a coat in there isnt that my choice  how about all gate checked  thx,False,False,False,False,negative
youre my early frontrunner for best airline  oscars2016,True,False,False,True,positive
bags left behind because plane overweight  be great if knew as soon as we landed  instead letting us wait 45 minutes with no info ,False,False,False,False,negative
you are a f   king joke  your customer service is woeful  if your staff tell a passenger that they will do something do it ,True,False,False,False,negative
was a sponsor of the oscars  no wonder it was a half hour delayed  oscars,False,False,False,True,negative
worked like a charm  bag was waiting on the carousel when we got to baggage claim  welldone goodflight friendlysky,False,False,False,True,positive
will lose my bag but wont give me free pretzels frauds,False,False,False,True,negative
you are trying to charge me 150 bucks because you lowered your award tickets and i want to get my hard earn points back  total bs,False,False,False,False,negative
does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time  gottogetbetter,False,False,False,True,negative
apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved ,True,False,False,False,negative
typical caned response from ua  fix your crappy performing  last placed  ranked airline in this century ,True,False,False,False,negative
is it even legal for you guys to advertise flights that you cant honor  ,False,False,False,False,negative
customer service is the worst  hanging up on customers intentionally after one hour on hold ,False,False,False,False,negative
was forced to book a flight on a different date than originally planned for a higher price  1130 felt like a bait and switch tactic,False,False,False,False,negative
love how you dont give a shit about people who tried to be loyal  but you screw them every way till sunday  glad ive stayed away,False,False,False,False,negative
tried a different flight iahmnl 41  154  1715  6 flights are advertised for  1038 but are not bookable  due to partner error  ,False,False,False,False,negative
it will be on a different airline ,False,False,False,False,negative
and was told that its been the case for weeks but is still not resolved ,False,False,False,False,negative
clicked  upgrade now  and it didnt upgrade  what gives  httptcoN7oSjz8a59,False,False,True,False,negative
you advertise the flight and its still on you website and still cant be book  spent over 2 hours with united support,False,False,False,False,negative
tried to book a flight iahmnl departing 331  15 returning 417  15 you are advertising 9 flights for  1051 that cant be book ,True,False,False,False,negative
i just booked a flight for  2   when i view my reservation it has mi connected to first name  is this a problem  can it be changed ,False,False,False,False,neutral
quick  serious  question  any resources  ratings showing the quality of service is better than 8th place  httptcodeWIthPeW2,False,False,True,False,negative
how do i get through to finally board ua 1534 ,False,False,False,False,neutral
yes i have and i was calling in regards to speaking to someone about it even further  but unfortunately i was just bounced around ,False,False,False,False,negative
flight 472 from ord couldnt let me know about this  found out via app minutes before landing  awful flight  httptcoDQJl8vZ2h2,False,False,True,False,negative
i need help but in spanish,False,False,False,False,negative
a very disappointing experience  plane mech  delay and next one didnt wait  no sincere apology  just told me to complain online,False,False,False,False,negative
i lost my sunglasses on the flight from okc to iah this morning 8 am takeoff   is there any way to retrieve them ,False,False,False,False,negative
with the exception of everything youve asked for  heh,False,False,False,False,neutral
ua1731  denver to austin  still on the ground ,False,False,False,False,negative
either your staff or whoever you contract with at pvd is failing you big time tonight ,False,False,False,False,negative
ua1469  just landed ,False,False,False,False,neutral
considering it  currently gold on  why should i make the jump for an upcoming flight from sfo to singapore ,False,False,False,False,negative
flight 435,False,False,False,False,neutral
worst flights ive ever had  ground crew ignored our plane  made me miss flight and now i have to cover the cost of a hotel  den,False,False,False,True,negative
customers arent dumb  these revenue based programs will hurt everyone  not gonna save money like you think,False,False,False,False,negative
it was me who had the problem won flight ua 1580  i called and rebooked myself found my own hotel and taxi,False,False,False,False,negative
will do  thanks for the help  cheers,False,False,False,False,positive
bull crap  i spent  600 on a recent trip  thats not small change  i got 10000 aa miles  would have only been 6600 ua,False,False,False,False,negative
yes i did  terrible service from your courrier,False,False,False,False,negative
compensate us for new clothes bet you wont,False,False,False,False,negative
i have 8 flights with you in the next two weeks  lets make some good memories ,True,False,False,False,positive
 were stuck at ogg  looks like flight will be cancelled flightled  can you help  ,False,False,False,False,negative
yea they been booked on 10 next avalible flights since sat 7am  and when time comes no plane 2nd day of work missed hotelliving,False,False,False,True,negative
currently crying  i wanted to ski tomorrow but prolly not  just a boy tryna fulfill his dreams,False,False,False,False,negative
i tried the online tracking and they said something like  attempting to locate luggage ,False,False,False,False,negative
your worker told us not to call because wed be talking to someone in thailand ,False,False,False,False,negative
 going on 3 days  tomorrow  and i still havent received my bag from my flight to toronto  would love to see some seriousness here ,False,False,False,False,negative
is there nothing you can do for me  no compensation at all  given the circumstances i feel like there must be something you can do,False,False,False,False,negative
there is a disconnect between your pr group and the actual business strategy and employee attitude on the ground  liars united,False,False,False,True,negative
here we go again  2 of 3 segments sfonew york rt were delayed over 2 hrs each  why do you suck so bad    maybe another line of bus ,True,False,False,False,negative
you really screwed up dealing mechanical failure from maui to san francisco  poor communication bad help in getting connections,False,False,False,False,negative
if you dont like delayed bags  why do you let it happen so much ,False,False,False,False,negative
the delay is due to customer service for 20 people  what about the disservice you provided for 100   flightfail hour20delay,False,False,False,True,negative
he is so excellent and so reliable  happycustomer,False,False,False,True,positive
but again united doesnt give 2 shits about their customers,False,False,False,False,negative
its funny how none of ur tweets back are helpful what i want is to read  ya well change that so our customers get better service ,False,False,False,False,negative
she is travelling from melbourne  australia  to bogota  colombia  tomorrow,False,False,False,False,neutral
hi  my relatives flight booking problems number is my8yb4  her name is clarita jaramillo mejia  thank you,False,False,False,False,neutral
it was delivered  thank you for making sure it arrived at my doorstep ,True,False,False,False,positive
really needs to get its act together  really disappointed in our change of flight  delayed flights  etc ,False,False,False,False,negative
 rebooked to oma  180 miles from my destination  spotty customer service  i get staff stressors but come on  this is your business ,False,False,False,False,negative
why have airlines always told us they cant open a cabin door once it has been closed  this plane has done it 3 times tonight ,False,False,False,False,neutral
“  looking for a reason to travel  quote httptcoGGuIg3t28z ”,False,False,True,True,positive
i cant find any late flight evening flights  are there other airports that would have an overnight flight ,False,False,False,False,negative
thanks for the vague canned response that doesnt address the issue ,True,False,False,False,negative
thank you ,True,False,False,False,positive
thats not good enough for all of us affected by the awful organization and timing and have now been set back,False,False,False,False,negative
otis in the baggage claim by bay  8  not at all happy but not nearly as pissed ,False,False,False,False,negative
why is my time less important to you  strandusindenver hourandtenminutedelay flightfail,False,False,False,True,negative
airlines  you kidding  bagage lost this morning from ny to washington and still no trace  badservice,False,False,False,True,negative
i did  it took about an hour and a half though,False,False,False,False,negative
why have you never held a plane for me  hourdelay multipledooropeningandclosing dangerofgettingsnowedin,False,False,False,True,negative
i did but i got nothing from it  just dissapointment ,False,False,False,False,negative
where is my fucking bag     where the fuck is my fucking bag    tell me now or give me a number to call a human  san 68059m,True,False,False,False,negative
i was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other cancelled flightlations ,False,False,False,False,positive
made it to the gate at 8 23 and they wouldnt let us on  httptcoxAToxBnsFa,False,False,True,False,negative
time to give up my 1k status and switch to  you are so terrible i cant even describe ,False,False,False,False,negative
thanks  lol  ua6259 will wait for us  per  same tail number as ua5525 ,True,False,False,True,positive
you suck  flight delayed equipment probs again  miss connection by 2 minutes and you wont let us on even though its at the gate ,False,False,False,False,negative
1758 now going in 40 min waiting for other plane to vacate gate  findanothergate,False,False,False,True,negative
flight 2 is 230 hrs delayed so far b  c of late flight crew  now we are literally waiting while they have dinner acc  to honest gate agent ,False,False,False,False,negative
many people on ua6318 are going to miss connections due to long wait time in sfo tarmac  seriously u cant find an empty gate ,False,False,False,False,negative
youre trying to solve problem of your own making  charging for checked luggage forces checking at gate  brilliant ,False,False,False,False,negative
weve been waiting 45 min for a gate at sfo  yet so many of them are free  your excellence in operational efficiency is showing,False,False,False,False,negative
 delayed due to customer service  huh  httptcoXlTV5z6sT1,False,False,True,False,negative
what about the poor customer service at checkin at kansas kci    thats it   ,True,False,False,False,negative
except all of that delayed the flight anyway ,False,False,False,False,negative
maybe find a different gate ua1758,False,False,False,True,negative
i sent a message  its very irresponsible that my suitcase cannot be found  this is truly worst service ever  fedup disastrous,False,False,False,True,negative
landed in den on time stuck waiting for gate for 30 min  maybe an update would be a good idea capt ,False,False,False,False,negative
wanted to point out that not one united crew has been sympathetic  questions unanswered  mileageplus is starting to look like a joke,False,False,False,False,negative
can we get an explanation on why ua978 from são paulo to houston has been delayed  now were hearing from crew about cancelled flightlations ,False,False,False,False,negative
why was flight 1180 ewr to mco cancelled flightled for tomorrow and what do i do to rebook  asking for a relative ,False,False,False,False,negative
can you tell me jet airways award availability ,False,False,False,False,neutral
i understand the intent was not to inconvenience  but catching a cab back to the airport to show them wet clothes wasnt an option ,False,False,False,False,negative
what are the chances of my flight to ewr from pit being cancelled flighted tomorrow ,False,False,False,False,neutral
rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,False,False,False,False,neutral
 wife landed in dc 5hrs ago  luggage did not  was told it would b delivered  hotel by 8p m  its now 10pm  no luggage  ua484,False,False,False,True,negative
on a flight at 1130 tomorrow ,False,False,False,False,neutral
not sure why the people in row 7 that paid for a premium seat cant use their overhead space  httptcoi9s86KiHge,False,False,True,False,negative
is so cheap they couldnt afford to run the ac on ua1510  they took pressure cooker to a new level  cheap worstairline,False,False,False,True,negative
why is it that sundays when my husband travels to chicago hes stuck at tarmac  misses connecting flight always,False,False,False,False,negative
well i can tell you that your customer service at rdu airport is horrific but is exception at ohare in chicago ,False,False,False,False,negative
sitting on ual 683  a comedy of errors  ual is incompetent,False,False,False,False,negative
on ua3785 tonight and told delayed due to late flight crew  no idea where crew coming from  your staff   unhelpful  any ideas ,False,False,False,True,negative
 take a look at status of 683  sitting at ord  this aint cool  yo ,False,False,False,False,negative
bummer but thank you for the quick response,False,False,False,False,positive
i didnt have time to take my wet clothes  suit back to the airport and wasnt going to pay for another cab to do so ,False,False,False,False,negative
didnt realize my bag  contents were wet until i got to my hotel  sent my suit  shirts out to be dry cleaned  mtgs start tomorrow ,False,False,False,False,negative
you load our plane at ord knowing pilots are 2 hrs late flight  then discover plane needs to be fueled  wtf united incompetent,False,False,False,True,negative
resolved and im sick and tired of waiting on you  i want my refund and id like to speak to someone about it ,False,False,False,False,negative
im really glad i just waited on the phone for over an hour to be sent to a voicemail  your customer service sucks  nothing has been,False,False,False,False,negative
 you just caused a riot on the airplane  never seen anything like this,False,False,False,False,negative
instead of sending inaccurate emails about delay every 5 min  just say we will get you there when we get you there ,False,False,False,False,negative
so glad ive been waiting for 1 hour and 15 minutes and ive been transferred 3 times without resolving anything  worst service ever ,False,False,False,False,negative
we still need help  hung up on twice  customer service rep said there is no way to help between the gate rep and phone rep ,False,False,False,False,negative
they let us know in advance of the reboot  yes  thanks for the attentiveness ,True,False,False,False,positive
lol too little too late flight,False,False,False,False,negative
yes  bags came 1 hr after i arrived at baggage claim  awful experience on the ground at bhm,False,False,False,False,negative
your delay is due to your own making  we have now been back to the gate multiple times  maybe take accountability,False,False,False,False,negative
why do i have to give up my leg room so these 4 people  not in my row  can fill the bin  pls start charging  httptco2nY5TuXFqf,False,False,True,False,negative
please tell clt flight 4232 needs a gate  waiting now for 15 mins ,False,False,False,False,negative
why did you load us in this flying sardine can if you knew the pilots were 2 hours late flight   incompetent beyond belief,False,False,False,True,negative
booked ewrfll in first for two on 38  lets see how you compare to the garbage first class has become,False,False,False,False,neutral
your seats are god awful ,False,False,False,False,negative
good try but got her here safer and sooner,False,False,False,False,negative
wanted to compliment ur phone agent jeanette for reflight booking problems rdu to sea thru sfo after connecting flight thru ewr was cancelled flightled ,False,False,False,False,positive
3 hour 45 min delay so far  would love to round to 4 hours to just go to bed ,True,False,False,False,negative
educate bohol is a 501  c   3  w  all volunteer staff  i can help the kids or buy a plane ticket  i cant do both  can you help ,False,False,False,False,neutral
i need to get from albuquerque  nm  usa  to cebu  philippines  im providing educational help for 800 kids  can you help me ,False,False,False,False,neutral
im on ua1118 and my direct tv isnt working  how do i avoid this in future ,False,False,False,False,negative
is truly the drunk uncle of boarding  dont believe gate agent that overhead is full  dont reserve aisle httptcocdZhTyd0aK,False,False,True,False,negative
i sure will,False,False,False,False,negative
on the plane  i was thoughtful enough to ask for it and got it  there are prob others that also deserved it,False,False,False,False,neutral
 any options to cos tonight  doesnt look like ua5525 will make it in time for ua6259  should i reserve a hotel room ,False,False,False,True,negative
appreciated  but in this case we waited an extra 55 minutes for a lost mechanic to fax the log  fax  like in the 80s ,False,False,False,False,negative
s  o to for coming in clutch and finally taking me home 🙌 🙌,False,True,False,False,neutral
customer service sucks  they hang up after waiting an hour and talking for 5 minutes ,True,False,False,False,negative
jp  dm message who  cant get a dm through to,False,False,False,False,negative
strikes again  why board anyone if theres something wrong with the plane  common sense ,True,False,False,False,negative
 thanks for the miserable trip gnv    fsd on 219 221 ,False,False,False,False,negative
missed ktm flight due to ur cancelled flightlation  mike supervisor disgusting  now day late flight  no apology or upgrade offer to lhr from ord   ,False,False,False,False,negative
left my ipad on mco  iad flight 174  how long to hear back once claim submitted  ty ,True,False,False,False,neutral
social media team is on point on oscarnight ,False,False,False,True,positive
always happy to start my life with my new wife with a 5 hr travel delay due to maintenece and it would appear incompetence,False,False,False,False,negative
is the airline of the oscars but doesnt carry abc on direct tv     fail  now i cant watch the oscars  united,True,False,False,True,negative
this is it  last time i fly unitedairlines you screw up every trip now will be stuck in ord and miss work ,False,False,False,True,negative
didnt know that buying a seat in first class was just a  request  to sit in first class  very interesting ,True,False,False,False,neutral
i understand the intention  but it pales in comparison to a day of lost wages for both my wife and i because of the delay ,False,False,False,False,negative
i need help with a missing bag ,False,False,False,False,negative
i was  but i have given up ,False,False,False,False,negative
can i get on a stand by list from ase to ord  im the only poor person in aspen  thats why im asking for standby on twitter ,False,False,False,False,neutral
you changed my entire flight plan for vacation and now i will be there alone a day and night early with nowhere to stay  help ,True,False,False,False,negative
ua647 heading back to gate bc improper load  if ur packing us to the gills should at least take care to load bags  expecting comp ,False,False,False,False,negative
is the worst airlines sitting on the plane at houstonbush airport now for an hour and a half waiting for late flight passengers,False,False,False,False,negative
might possibly have the worst service on the planet ,False,False,False,False,negative
deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting  neverflyunited,False,False,False,False,negative
hey so many time changes for ua 1534  we going tonight or what  mia  ewr,False,False,False,False,negative
and that it would be sent on the next flight to hayden  steamboat  hdn  from denver  so im hoping its on there,False,False,False,False,negative
and pick it up and just bring it on the shuttle  when i went to double check on that they said it was still on the concourse,False,False,False,False,negative
i honestly couldnt tell you  all i know is that originally we were going to have it brought in from the concourse,False,False,False,False,negative
missing a day of vacation to see my husband because of this delay but stuff happens and i get that  just wish it was handled better,False,False,False,False,negative
ua1534 has now had 11 different departure times  wtf  make up your mind ,False,False,False,False,negative
thanks for making everyone wait in the dark for an hour while newark tries to figure out which gate to go to  incompetence,False,False,False,True,negative
thank you for following up ,True,False,False,False,positive
claudia in iah terminal b travel assistance has me all set  great service  thank you ,False,False,False,False,positive
is it possible to add a known traveler number to my ticket after flight booking problems ,False,False,False,False,neutral
why doesnt my daughter  booked with my gold member miles  get on the upgrade list for her flight tomorrow ,False,False,False,False,negative
if an award is no longer showing available could it possible become available again ,False,False,False,False,neutral
flight to dfw from iad cancelled flightled for mechanical can i get rental car to mdtmy origin,False,False,False,False,neutral
can you help me get from iah to sfo earlier tonight ,False,False,False,False,neutral
was so on point for 56 of my flights this past week   but this last one really sucks shit,False,False,False,False,negative
and here i thought american was bad  horrible service  over 230 min late flight  no excuse ,True,False,False,False,negative
ua1565 iah  sjo is delayed by like 15 hours  crazy ,True,False,False,False,negative
i dont know my flight details bc i need to explore some options which im unable to do bc the site wont let meseems to be ongoing,False,False,False,False,negative
how about free wifi when your flights delayed  only 20 mins allowed ,True,False,False,False,negative
i did  they told us the wrong carousel number ,False,False,False,False,neutral
no thanks,False,False,False,False,neutral
cdglas 42 hours  and my luggage is in sfo  ive been wearing the same clothes for 42 hours  thank you  flythefriendlyskies,False,False,False,True,negative
this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight unitedworstever trappedhouston,False,False,False,True,negative
why do you hate your passengers ,False,False,False,False,negative
how can a plane that has been sitting in a hanger all day have numerous mechanical problems  doesnt anyone actually do maintenance,False,False,False,False,negative
 in the future when delay causes 15 hour wait  slept night in airport  ensuring seating choice for replacement flight would be good ,False,False,False,False,negative
is my flight delayed  it keeps changing between delayed and not    if delayed is checkin time late flightr    httptcoNTUIx5dbYR,False,False,True,False,negative
what a long day of delays  please get us to dallas tonight    fingers crossed    winterstorm2015 whichisworsedenordfw ,True,False,False,True,negative
 how is it that all my flight times were changed without any official notification  almost missed my flight this morning  not cool ,True,False,False,False,negative
they had record of it being at denver on the concourse prior to me gettin on the shuttle  i just want to confirm its location,False,False,False,False,negative
lax sunrise ual 212 laxjfk,False,False,False,True,neutral
